as_of,B00670,B00739,B00810,B00838,B05548,B05754,B06390,B07260,B08348,B08441,B08489,B08495,B09419,B11317,B11780,B14078,B14771,B15191,B15503,B16441,B16476,B17301,B17945,B17949,B18527,B18618,B18691,B19390,B19480,B20591,B20796,B21691,B21717,B21793,B21967,B22099,B22102,B22198,B22568,B22672,B23377,B23749,B23827,B23868,B24063,B24413,B24848,B24891,B25164,B25810
2009-10-10,82.5023,134.624,18.649,12.7062,29.9609,23.6258,20.279,30.4944,216.165,32.0669,120.224,69.7549,326.836,12.9276,38.06,30.2061,54.6425,24.8986,44.9018,258.877,43.5048,50.5656,15.274,22.9604,9.52162,69.5324,26.7452,26.9003,40.1995,19.2297,42.6652,17.8847,39.6859,123.067,34.4017,258.77,273.951,22.3117,27.2373,32.7114,33.615,18.0328,40.8116,47.1413,22.0762,43.1554,22.8413,26.6477,23.1958,43.2268
2009-10-11,82.5023,134.624,18.649,12.7062,29.9609,23.6258,20.279,30.4944,216.204,32.0669,120.237,69.7656,326.836,12.9276,38.06,30.2061,54.6425,24.8986,44.9018,258.877,43.5048,50.5656,15.274,22.9604,9.52162,69.5324,26.7452,26.9003,40.1995,19.2297,42.6652,17.8847,39.6859,123.067,34.4017,258.77,273.951,22.3117,27.2373,32.7114,33.615,18.0328,40.8116,47.1413,22.0762,43.1554,22.8413,26.6477,23.1958,43.2268
2009-10-12,82.5023,134.537,18.649,12.7062,30.09,23.6605,20.2334,30.5635,216.506,32.3235,120.251,69.8211,326.836,12.8915,38.0654,30.2458,54.654,24.9951,44.9478,258.917,43.6348,50.419,15.2515,22.9625,9.5744,69.7321,26.7509,26.9107,40.0915,19.2906,42.7845,18.0419,39.855,123.593,34.5658,259.639,273.41,22.2909,27.2373,32.7589,33.615,18.0328,41.0261,47.1565,22.174,43.134,22.861,26.6222,23.2679,43.3119
2009-10-13,82.5023,134.887,18.6688,12.6503,30.0039,23.5737,20.1764,30.6326,216.545,32.2095,119.789,69.7867,328.74,12.9035,37.8413,30.2854,54.7841,25.0917,44.8329,259.779,43.6998,49.8816,15.2064,22.8575,9.54273,69.3328,26.8376,26.751,39.5245,19.2449,42.695,17.9521,39.6859,122.804,34.5658,258.928,269.891,22.3904,27.2834,32.7114,33.5603,18.0809,40.9035,46.7794,22.0902,42.5132,22.7623,26.2138,23.316,43.397
2009-10-14,82.5023,134.8,18.7282,12.829,30.5348,24.0427,20.5527,30.6671,218.429,32.9223,119.232,69.932,329.121,13.0958,37.5597,30.2854,54.9219,25.0027,45.5449,259.201,44.7724,51.4939,15.4993,22.7311,9.78553,70.3975,26.8704,26.53,40.8744,19.5802,43.7094,18.3565,40.3905,124.645,35.4773,263.751,277.876,22.2975,27.3296,33.1862,34.1077,18.129,41.7308,46.4022,22.5233,44.0759,23.1769,27.2348,23.8689,43.3119
2009-10-15,82.5023,134.8,18.7479,12.8401,30.664,24.0601,20.5413,30.6671,218.204,32.9698,118.961,69.718,328.359,13.1078,37.5651,30.1269,54.933,25.0065,45.7516,259.034,44.8211,51.103,15.4993,22.7119,9.78553,70.3975,26.8775,26.5131,40.5774,19.6563,43.5901,18.334,40.4751,124.645,35.532,264.62,275.575,22.2527,27.3757,33.1387,34.1625,18.153,41.7614,46.4071,22.6211,43.7762,23.2558,27.0051,23.9049,43.2268
2009-10-16,82.5023,135.326,18.7677,12.8066,30.42,23.7822,20.3246,30.4944,218.243,32.6182,119.069,69.6389,328.359,12.9756,37.6102,30.1269,54.9664,25.0179,45.453,259.975,44.1223,49.9305,15.3191,22.7187,9.67996,69.8651,26.8676,26.537,39.5785,19.504,43.2619,18.1768,40.0805,123.724,35.0398,262.802,270.161,22.3348,27.4219,32.8776,33.9435,18.2011,41.455,46.4598,22.3976,42.6417,23.0387,26.2904,23.4722,43.2268
2009-10-17,82.5023,135.326,18.7677,12.8066,30.42,23.7822,20.3246,30.4944,218.281,32.6182,119.083,69.6496,328.359,12.9756,37.6102,30.1269,54.9664,25.0179,45.453,259.975,44.1223,49.9305,15.3191,22.7187,9.67996,69.8651,26.8676,26.537,39.5785,19.504,43.2619,18.1768,40.0805,123.724,35.0398,262.802,270.161,22.3348,27.4219,32.8776,33.9435,18.2011,41.455,46.4598,22.3976,42.6417,23.0387,26.2904,23.4722,43.2268
2009-10-18,82.5023,135.326,18.7677,12.8066,30.42,23.7822,20.3246,30.4944,218.32,32.6182,119.096,69.6603,328.359,12.9756,37.6102,30.1269,54.9664,25.0179,45.453,259.975,44.1223,49.9305,15.3191,22.7187,9.67996,69.8651,26.8676,26.537,39.5785,19.504,43.2619,18.1768,40.0805,123.724,35.0398,262.802,270.161,22.3348,27.4219,32.8776,33.9435,18.2011,41.455,46.4598,22.3976,42.6417,23.0387,26.2904,23.4722,43.2268
2009-10-19,82.5023,135.501,18.827,12.896,30.6927,24.0254,20.5071,30.3559,219.148,33.1219,119.11,69.671,329.121,13.1438,37.6156,30.1269,55.096,25.1145,45.8435,260.425,44.8861,50.8099,15.4768,22.721,9.84886,70.7301,26.8462,26.5474,40.4155,19.6716,43.5603,18.4688,40.5597,125.039,35.532,266.36,275.034,22.4102,27.4681,33.1387,34.272,18.2252,42.0065,46.4745,22.663,43.498,23.2953,26.8264,23.8328,43.2268
2009-10-20,82.5023,135.677,18.827,12.7508,30.5061,23.7127,20.222,30.2865,219.451,33.0173,119.123,69.7713,329.502,13.0958,37.5923,30.1665,55.1071,25.211,45.476,261.287,44.4798,49.8816,15.2515,22.7232,9.77497,70.3975,26.933,26.51,39.6865,19.5497,43.1426,18.4239,40.1932,124.382,35.2403,263.751,269.349,22.4857,27.5604,32.7826,33.8888,18.2973,41.7308,46.4791,22.4534,42.5989,23.0782,26.2904,23.5323,43.1417
2009-10-21,82.5023,135.501,18.8666,12.5722,30.2479,23.3826,19.9825,30.3212,219.488,32.9983,119.042,69.5125,329.121,13.0117,37.5978,30.0476,55.2367,25.1221,45.2463,260.709,44.2848,49.1488,15.0487,22.7255,9.75386,69.8651,26.8847,26.4931,39.2006,19.3516,42.9337,18.379,39.7705,123.724,34.9669,262.327,266.101,22.4649,27.6066,32.569,33.5603,18.3214,41.5469,46.4841,22.2299,42.1493,22.8018,25.9841,23.4722,43.1417
2009-10-22,82.5023,135.501,18.9061,12.6392,30.5635,23.6779,20.2448,30.2518,220.049,33.0268,119.055,69.4334,328.359,12.9997,37.6032,29.9683,55.2477,25.1259,45.7746,260.748,44.5286,50.1259,15.2515,22.7278,9.80664,70.7301,26.9463,26.4966,40.1455,19.5497,43.1724,18.379,40.2214,124.776,35.0763,265.411,272.598,22.4201,27.6989,32.8538,33.834,18.3454,41.8533,46.4411,22.4674,43.3267,23.1176,26.7243,23.6165,42.8864
2009-10-23,82.5023,135.326,18.8864,12.4605,30.1905,23.2262,19.8342,30.2865,219.812,32.6752,119.069,69.3992,328.74,12.9636,37.6196,29.9286,55.2813,25.1373,45.3382,260.66,44.2848,49.6374,14.9361,22.7346,9.65885,70.1978,26.9355,26.5,39.7135,19.3059,42.4862,18.1992,39.5732,123.856,34.9439,260.193,269.62,22.3817,27.7451,32.4266,33.396,18.3694,41.2405,46.4459,22.1321,42.7915,22.8215,26.3925,23.4843,42.8864
2009-10-24,82.5023,135.326,18.8864,12.4605,30.1905,23.2262,19.8342,30.2865,219.838,32.6752,119.082,69.4099,328.74,12.9636,37.6196,29.9286,55.2813,25.1373,45.3382,260.66,44.2848,49.6374,14.9361,22.7346,9.65885,70.1978,26.9355,26.5,39.7135,19.3059,42.4862,18.1992,39.5732,123.856,34.9439,260.193,269.62,22.3817,27.7451,32.4266,33.396,18.3694,41.2405,46.4459,22.1321,42.7915,22.8215,26.3925,23.4843,42.8864
2009-10-25,82.5023,135.326,18.8864,12.4605,30.1905,23.2262,19.8342,30.2865,219.865,32.6752,119.096,69.4205,328.74,12.9636,37.6196,29.9286,55.2813,25.1373,45.3382,260.66,44.2848,49.6374,14.9361,22.7346,9.65885,70.1978,26.9355,26.5,39.7135,19.3059,42.4862,18.1992,39.5732,123.856,34.9439,260.193,269.62,22.3817,27.7451,32.4266,33.396,18.3694,41.2405,46.4459,22.1321,42.7915,22.8215,26.3925,23.4843,42.8864
2009-10-26,82.5023,135.238,18.8666,12.3489,29.8461,22.983,19.5947,30.1128,219.368,32.181,119.109,69.2067,327.978,12.9276,37.5963,29.7701,55.2925,25.0483,44.8329,260.082,44.0085,49.4908,14.7559,22.7155,9.4794,69.5324,26.9204,26.4697,39.5785,19.0773,41.7403,17.9745,39.094,122.936,34.7765,254.817,268.943,22.3128,27.7912,32.0942,33.177,18.3935,40.689,46.4029,21.8386,42.7701,22.5649,26.3414,23.34,42.7163
2009-10-27,82.5023,135.501,18.8666,12.293,29.7456,22.7398,19.378,29.9739,218.87,32.0194,118.933,68.8579,327.217,12.8435,37.5157,29.6512,55.3036,25.1449,44.4884,261.562,43.391,48.7091,14.5982,22.6962,9.36328,69.4659,27.0087,26.4119,39.0116,19.0011,41.2032,17.8397,38.7557,122.015,34.4043,251.891,265.559,22.4363,27.7451,31.7856,32.9033,18.3935,40.5665,46.3122,21.6011,42.0851,22.3477,25.882,22.9314,42.5461
2009-10-28,82.5023,135.764,18.7875,12.0139,29.1573,22.045,18.7279,29.8002,217.055,31.1925,118.756,68.5093,325.312,12.6152,37.4063,29.4926,55.1962,25.1487,43.5927,261.806,41.7496,46.9015,14.08,22.6555,9.0466,68.2682,27.0128,26.3542,37.3917,18.6354,40.0695,17.3454,37.4874,119.254,32.9716,246.041,256.491,22.4876,27.6527,31.1447,32.0273,18.3509,39.5247,46.2212,20.8885,40.3512,21.637,24.8099,22.042,42.461
2009-10-29,82.5023,135.427,18.8468,12.2037,29.8174,22.514,19.1271,29.8002,217.348,31.9719,118.484,68.7895,325.693,12.6753,37.3256,29.6115,55.0886,25.0597,44.4425,260.817,42.9522,48.8557,14.4179,22.6147,9.36328,69.3994,27.022,26.2556,39.1736,19.0621,41.1137,17.7498,38.4175,121.095,33.7159,251.654,265.289,22.4187,27.6527,31.477,32.5748,18.3751,40.5665,46.0825,21.4754,42.2564,22.1108,25.9585,22.8593,42.461
2009-10-30,81.2816,135.779,18.827,11.8687,28.9851,21.8712,18.5454,29.8002,216.371,31.1735,118.511,68.8551,325.693,12.495,37.2791,29.6829,55.2289,25.1601,43.34,262.336,41.6846,48.074,13.9899,22.5999,9.07827,67.6694,27.172,26.2183,38.6336,18.544,39.9501,17.323,37.3465,118.071,32.8041,243.511,260.822,22.5489,27.6066,30.8598,31.9726,18.3751,39.4328,45.9057,20.8047,41.4857,21.4988,25.4991,22.1863,42.5461
2009-10-31,81.2816,135.779,18.827,11.8687,28.9851,21.8712,18.5454,29.8002,216.41,31.1735,118.524,68.8655,325.693,12.495,37.2791,29.6829,55.2289,25.1601,43.34,262.336,41.6846,48.074,13.9899,22.5999,9.07827,67.6694,27.172,26.2183,38.6336,18.544,39.9501,17.323,37.3465,118.071,32.8041,243.511,260.822,22.5489,27.6066,30.8598,31.9726,18.3751,39.4328,45.9057,20.8047,41.4857,21.4988,25.4991,22.1863,42.5461
2009-11-01,81.2816,135.779,18.827,11.8687,28.9851,21.8712,18.5454,29.8002,216.448,31.1735,118.538,68.8761,325.693,12.495,37.2791,29.6829,55.2289,25.1601,43.34,262.336,41.6846,48.074,13.9899,22.5999,9.07827,67.6694,27.172,26.2183,38.6336,18.544,39.9501,17.323,37.3465,118.071,32.8041,243.511,260.822,22.5489,27.6066,30.8598,31.9726,18.3751,39.4328,45.9057,20.8047,41.4857,21.4988,25.4991,22.1863,42.5461
2009-11-02,81.2816,135.779,18.8073,11.9469,29.1717,21.8365,18.5112,29.8002,215.956,31.3731,118.551,68.7062,325.312,12.5912,37.2896,29.643,55.1325,25.1639,43.5927,262.005,41.8959,48.1228,13.9899,22.6022,9.13105,68.2017,27.1224,26.2079,38.7146,18.6507,40.1292,17.4578,37.4874,119.123,33.0832,244.934,261.499,22.5039,27.6066,30.7649,31.9179,18.3751,39.6779,45.9188,20.9025,41.5928,21.5975,25.5246,22.3064,42.5461
2009-11-03,81.2816,135.427,18.827,12.0251,29.2434,22.1318,18.7735,29.7655,216.256,31.0975,118.565,68.3108,323.788,12.5912,37.2372,29.4435,55.0246,25.0746,43.7305,261.426,41.8146,48.8068,14.1927,22.6044,9.08882,68.0021,27.2087,26.2113,39.4436,18.6964,40.3678,17.2106,37.9102,119.254,32.8971,247.306,264.883,22.4348,27.56,30.9785,32.2463,18.3751,39.586,45.8754,21.14,42.2564,21.8542,26.0096,22.4266,42.461
2009-11-04,81.2816,135.075,18.8468,12.0251,29.2865,21.8539,18.5112,29.6266,216.554,31.6012,118.578,68.412,324.55,12.6753,37.2424,29.5233,55.0361,25.0784,43.8912,260.847,42.4972,47.8786,14.0124,22.5852,9.22605,68.0686,27.1863,26.1942,38.5256,18.7116,40.5767,17.5701,37.8256,120.043,33.5112,246.91,258.25,22.414,27.56,30.7886,32.1368,18.3993,40.0456,45.8799,21.0842,41.3573,21.716,25.4225,22.8232,42.3759
2009-11-05,81.2816,135.163,18.8666,12.4159,29.8461,22.4966,19.1385,29.6613,217.383,31.8578,118.497,68.4682,325.312,12.7834,37.2188,29.5233,55.1669,25.0825,44.81,260.889,43.001,48.9045,14.4405,22.5874,9.35272,69.1998,27.2454,26.1771,39.3895,19.0773,41.2331,17.7274,38.6712,121.884,33.9205,252.287,264.071,22.4173,27.6066,31.5482,32.7938,18.4236,40.6277,45.8365,21.5732,42.2564,22.2095,26.0351,23.1357,42.461
2009-11-06,81.2816,135.251,18.8864,12.4047,29.9322,22.4619,19.1042,29.696,217.416,31.8958,118.51,68.5692,325.312,12.8435,37.2345,29.6031,55.2008,25.0947,44.9248,261.426,42.9685,48.1717,14.4405,22.5511,9.36328,69.3328,27.2592,26.16,38.7956,19.123,41.3524,17.7498,38.6994,122.015,33.9391,252.207,260.822,22.4757,27.6066,31.5245,32.7391,18.4478,40.6277,45.7931,21.5452,41.5714,22.17,25.6267,23.1598,42.5461
2009-11-07,81.2816,135.251,18.8864,12.4047,29.9322,22.4619,19.1042,29.696,217.449,31.8958,118.524,68.58,325.312,12.8435,37.2345,29.6031,55.2008,25.0947,44.9248,261.426,42.9685,48.1717,14.4405,22.5511,9.36328,69.3328,27.2592,26.16,38.7956,19.123,41.3524,17.7498,38.6994,122.015,33.9391,252.207,260.822,22.4757,27.6066,31.5245,32.7391,18.4478,40.6277,45.7931,21.5452,41.5714,22.17,25.6267,23.1598,42.5461
2009-11-08,81.2816,135.251,18.8864,12.4047,29.9322,22.4619,19.1042,29.696,217.482,31.8958,118.537,68.5907,325.312,12.8435,37.2345,29.6031,55.2008,25.0947,44.9248,261.426,42.9685,48.1717,14.4405,22.5511,9.36328,69.3328,27.2592,26.16,38.7956,19.123,41.3524,17.7498,38.6994,122.015,33.9391,252.207,260.822,22.4757,27.6066,31.5245,32.7391,18.4478,40.6277,45.7931,21.5452,41.5714,22.17,25.6267,23.1598,42.5461
2009-11-09,81.2816,135.339,18.9259,12.6392,30.6066,22.9483,19.4464,29.8002,218.845,32.7322,118.455,69.0077,327.598,13.1078,37.2398,29.7627,55.2121,25.192,45.9583,261.674,44.2848,50.3702,14.7333,22.5534,9.63774,70.9963,27.3206,26.1701,40.6854,19.5345,42.4862,18.2442,39.6013,124.119,34.9625,258.612,271.38,22.5515,27.6531,31.9043,33.2865,18.472,41.7001,45.7588,22.1041,43.7334,22.7031,26.954,23.8689,42.7163
2009-11-10,81.2816,135.427,18.9259,12.5722,30.6066,22.792,19.2639,29.9392,218.884,32.6277,118.278,69.1088,327.217,13.0477,37.1873,29.8425,55.3426,25.1961,45.7516,261.922,44.2198,50.1748,14.5982,22.5556,9.61663,70.7301,27.3795,26.1325,40.3345,19.5345,42.4862,18.1094,39.5732,124.25,34.9067,258.532,268.402,22.5307,27.6997,31.6669,33.0676,18.4962,41.5776,45.7154,22.0762,43.4123,22.6636,26.7753,23.7367,42.8013
2009-11-11,81.2816,135.515,18.9457,12.6615,30.7644,22.983,19.435,29.9739,219.188,32.7322,118.292,69.1196,327.217,13.1678,37.1926,29.8425,55.354,25.2001,45.9583,261.964,44.4798,51.103,14.7333,22.5579,9.6483,71.1294,27.3843,26.1358,41.1714,19.6259,42.7249,18.1992,39.8268,124.776,35.223,259.086,273.545,22.5824,27.6997,31.7381,33.2318,18.5204,41.7614,45.7199,22.2159,44.3114,22.861,27.3369,23.941,42.8013
2009-11-12,81.2816,135.603,18.9061,12.5163,30.4487,22.514,19.0244,29.9392,219.491,32.4471,118.4,69.1755,327.598,13.0837,37.2266,29.8824,55.3653,25.2042,45.476,262.418,43.716,50.5656,14.4405,22.5602,9.50051,70.6636,27.4155,26.1392,40.7124,19.443,42.158,18.0869,39.2631,123.987,34.6462,254.817,269.349,22.5857,27.7462,31.3346,32.6843,18.5446,41.2405,45.7244,21.8945,43.7548,22.5451,26.9795,23.4121,42.8864
2009-11-13,81.2816,135.779,18.9457,12.7062,30.6209,22.7051,19.2069,30.0086,220.06,32.7132,118.414,69.2766,327.978,13.1318,37.2424,29.9622,55.3998,25.3097,45.7287,262.956,44.2198,51.1519,14.5756,22.567,9.58496,71.1294,27.482,26.1426,41.2254,19.5497,42.516,18.1543,39.545,125.039,34.9439,256.398,272.868,22.6198,27.7928,31.5245,32.9033,18.5688,41.6388,45.729,22.0762,44.3542,22.7623,27.3624,23.7367,43.0566
2009-11-14,81.2816,135.779,18.9457,12.7062,30.6209,22.7051,19.2069,30.0086,220.099,32.7132,118.428,69.2876,327.978,13.1318,37.2424,29.9622,55.3998,25.3097,45.7287,262.956,44.2198,51.1519,14.5756,22.567,9.58496,71.1294,27.482,26.1426,41.2254,19.5497,42.516,18.1543,39.545,125.039,34.9439,256.398,272.868,22.6198,27.7928,31.5245,32.9033,18.5688,41.6388,45.729,22.0762,44.3542,22.7623,27.3624,23.7367,43.0566
2009-11-15,81.2816,135.779,18.9457,12.7062,30.6209,22.7051,19.2069,30.0086,220.137,32.7132,118.441,69.2986,327.978,13.1318,37.2424,29.9622,55.3998,25.3097,45.7287,262.956,44.2198,51.1519,14.5756,22.567,9.58496,71.1294,27.482,26.1426,41.2254,19.5497,42.516,18.1543,39.545,125.039,34.9439,256.398,272.868,22.6198,27.7928,31.5245,32.9033,18.5688,41.6388,45.729,22.0762,44.3542,22.7623,27.3624,23.7367,43.0566
2009-11-16,81.2816,136.218,19.005,13.0188,31.0801,23.3479,19.7544,30.0781,220.972,33.2264,118.455,69.3997,329.121,13.3721,37.2476,30.0419,55.5306,25.4069,46.3488,263.824,45.1624,52.1779,15.0037,22.5693,9.7433,72.194,27.5948,26.1322,41.9813,19.824,43.1724,18.4464,40.1932,126.88,35.744,261.458,279.095,22.7197,27.8393,32.0705,33.5603,18.593,42.2516,45.7426,22.4814,45.3175,23.1769,28.026,24.1934,43.2268
2009-11-17,81.2816,136.218,19.0248,13.0188,31.1088,23.2784,19.743,30.1128,221.542,32.9223,118.373,69.5007,329.883,13.324,37.224,30.0818,55.5421,25.411,46.3717,263.865,45.0324,51.445,14.9811,22.5716,9.71163,72.2605,27.5989,26.0946,41.3064,19.8697,43.3216,18.2442,40.0805,127.143,35.5951,261.774,274.763,22.7714,27.8393,32.0705,33.5603,18.593,42.0372,45.6992,22.4255,44.5469,23.1374,27.5411,24.1813,43.2268
2009-11-18,81.2816,136.13,19.0248,13.0411,31.0944,23.1915,19.6631,30.1128,221.846,32.9128,118.482,69.6919,330.645,13.312,37.2292,30.1616,55.5538,25.4151,46.234,263.493,44.7886,52.3733,14.9361,22.5739,9.67996,72.1274,27.5494,26.098,42.0353,19.8544,43.2917,18.2891,39.9396,127.143,35.5207,260.983,279.365,22.7264,27.8859,31.9043,33.396,18.6172,42.0372,45.7516,22.3277,45.4459,23.0584,28.1174,23.941,43.2268
2009-11-19,81.2816,136.13,19.005,12.8066,30.6783,22.6356,19.2069,30.0837,221.62,32.333,118.686,69.5221,330.645,13.1799,37.2921,30.0818,55.5653,25.4192,45.5219,263.741,44.1873,51.2496,14.5756,22.5978,9.48995,70.9963,27.5806,26.1218,40.9824,19.5954,42.8144,17.9296,39.2349,125.697,35.0555,256.319,273.274,22.7539,27.8859,31.477,32.7938,18.6172,41.3937,45.8052,21.8945,44.3542,22.6044,27.3768,23.6766,43.2268
2009-11-20,81.2816,135.954,18.9853,12.7508,30.5922,22.6182,19.1955,30.2234,221.394,32.0954,118.795,69.4879,330.645,13.1438,37.3367,30.0818,55.5997,25.4314,45.3612,263.659,44.0736,51.0053,14.5531,22.6476,9.40551,70.8632,27.5927,26.1457,40.7124,19.5345,42.695,17.7948,39.0376,125.302,34.9067,255.686,272.462,22.7156,27.8393,31.477,32.6843,18.6172,41.2099,45.9071,21.7828,44.0331,22.4859,27.1725,23.5323,43.2268
2009-11-21,81.2816,135.954,18.9853,12.7508,30.5922,22.6182,19.1955,30.2234,221.433,32.0954,118.809,69.4988,330.645,13.1438,37.3367,30.0818,55.5997,25.4314,45.3612,263.659,44.0736,51.0053,14.5531,22.6476,9.40551,70.8632,27.5927,26.1457,40.7124,19.5345,42.695,17.7948,39.0376,125.302,34.9067,255.686,272.462,22.7156,27.8393,31.477,32.6843,18.6172,41.2099,45.9071,21.7828,44.0331,22.4859,27.1725,23.5323,43.2268
2009-11-22,81.2816,135.954,18.9853,12.7508,30.5922,22.6182,19.1955,30.2234,221.472,32.0954,118.822,69.5097,330.645,13.1438,37.3367,30.0818,55.5997,25.4314,45.3612,263.659,44.0736,51.0053,14.5531,22.6476,9.40551,70.8632,27.5927,26.1457,40.7124,19.5345,42.695,17.7948,39.0376,125.302,34.9067,255.686,272.462,22.7156,27.8393,31.477,32.6843,18.6172,41.2099,45.9071,21.7828,44.0331,22.4859,27.1725,23.5323,43.2268
2009-11-23,81.2816,136.13,19.0248,12.9295,31.0084,23.0352,19.5148,30.2584,222.306,32.7417,118.741,69.7011,331.407,13.264,37.3131,30.2015,55.6112,25.4355,45.8665,263.7,44.7399,51.5916,14.8009,22.6499,9.58496,71.9278,27.6241,26.1353,41.1174,19.7782,43.1426,18.1768,39.4604,126.617,35.3719,258.216,275.034,22.719,27.8859,31.8094,33.1223,18.6172,41.884,45.8775,22.0343,44.5041,22.7425,27.479,23.8809,43.3119
2009-11-24,81.2816,136.298,19.0248,12.8736,30.994,22.9309,19.4464,30.1885,222.344,32.4851,118.85,69.757,331.788,13.1558,37.3472,30.2015,55.6227,25.5327,45.8205,264.155,44.3173,50.8588,14.7559,22.6737,9.55329,71.7282,27.6556,26.169,40.4964,19.763,43.0829,18.0195,39.3759,126.486,35.13,258.137,271.921,22.7948,27.9324,31.7144,33.0676,18.6415,41.7001,45.9794,21.9923,43.819,22.6833,27.0193,23.8208,43.3119
2009-11-25,81.2816,136.386,19.0841,12.8848,31.1375,22.8788,19.4008,30.3632,222.912,33.0364,118.863,69.903,332.93,13.3,37.3576,30.2813,55.6456,25.5409,46.0961,264.444,44.6261,51.0542,14.7333,22.6782,9.65885,72.194,27.691,26.1929,40.6045,19.8544,43.3812,18.2442,39.6859,127.274,35.4277,260.43,272.462,22.8498,27.9324,31.6503,33.0676,18.6393,42.1903,45.9855,22.188,43.9903,22.8215,27.147,24.0972,43.397
2009-11-26,81.2816,136.386,19.0841,12.8848,31.1375,22.8788,19.4008,30.3632,222.952,33.0364,118.877,69.9138,332.93,13.3,37.3576,30.2813,55.6456,25.5409,46.0961,264.444,44.6261,51.0542,14.7333,22.6782,9.65885,72.194,27.691,26.1929,40.6045,19.8544,43.3812,18.2442,39.6859,127.274,35.4277,260.43,272.462,22.8498,27.9324,31.6503,33.0676,18.6393,42.1903,45.9855,22.188,43.9903,22.8215,27.147,24.0972,43.397
2009-11-27,81.2816,136.563,19.0446,12.6057,30.6066,22.3403,18.9217,30.2584,221.933,32.0479,118.986,69.3829,330.645,12.8194,37.4022,30.0818,55.68,25.5532,45.2693,264.982,43.2772,49.6374,14.3729,22.685,9.35272,70.9963,27.7863,26.2201,39.4975,19.5345,42.6055,17.7723,38.8967,125.565,34.181,254.817,265.695,22.9081,27.9324,31.128,32.5748,18.6393,41.1486,46.0456,21.7409,42.7059,22.3477,26.3553,23.2559,43.3119
2009-11-28,81.2816,136.563,19.0446,12.6057,30.6066,22.3403,18.9217,30.2584,221.973,32.0479,118.999,69.3935,330.645,12.8194,37.4022,30.0818,55.68,25.5532,45.2693,264.982,43.2772,49.6374,14.3729,22.685,9.35272,70.9963,27.7863,26.2201,39.4975,19.5345,42.6055,17.7723,38.8967,125.565,34.181,254.817,265.695,22.9081,27.9324,31.128,32.5748,18.6393,41.1486,46.0456,21.7409,42.7059,22.3477,26.3553,23.2559,43.3119
2009-11-29,81.2816,136.563,19.0446,12.6057,30.6066,22.3403,18.9217,30.2584,222.013,32.0479,119.012,69.4042,330.645,12.8194,37.4022,30.0818,55.68,25.5532,45.2693,264.982,43.2772,49.6374,14.3729,22.685,9.35272,70.9963,27.7863,26.2201,39.4975,19.5345,42.6055,17.7723,38.8967,125.565,34.181,254.817,265.695,22.9081,27.9324,31.128,32.5748,18.6393,41.1486,46.0456,21.7409,42.7059,22.3477,26.3553,23.2559,43.3119
2009-11-30,85.6559,136.474,19.005,12.628,30.7214,22.4271,18.9788,30.0837,222.278,32.1144,119.012,69.269,330.264,13.0117,37.3786,30.03,55.6915,25.5611,45.3152,265.023,43.5698,51.4939,14.4405,22.6873,9.34217,71.1959,27.7904,26.2302,41.0634,19.5802,42.7249,17.7948,38.9249,125.828,34.3857,254.658,275.034,22.9114,27.9092,31.2467,32.5748,18.6149,41.3325,46.0148,21.8247,44.4398,22.3872,27.4279,23.4121,42.9715
2009-12-01,85.6559,136.21,19.0841,12.7955,31.0944,22.7746,19.2753,30.0837,223.115,32.9888,119.218,69.3705,329.883,13.264,37.4705,30.1102,55.7027,25.5652,45.8435,264.44,44.6423,52.0802,14.6657,22.7327,9.61663,72.0609,27.7123,26.2953,41.6573,19.8087,43.3216,18.3116,39.4886,127.616,35.3161,258.691,277.876,22.8175,27.9561,31.4841,32.9033,18.6393,42.1291,46.1637,22.174,45.0178,22.6833,27.7599,24.1453,43.0566
2009-12-02,85.6559,136.298,19.1039,12.8513,31.1088,23.0178,19.492,30.1186,223.417,33.0458,119.423,69.2907,329.502,13.288,37.5625,30.0701,55.7136,25.4756,45.8894,264.065,44.7561,52.7153,14.846,22.7997,9.67996,72.194,27.6889,26.4016,42.2243,19.824,43.3812,18.334,39.7141,127.353,35.5207,259.244,281.802,22.8207,28.003,31.6028,33.177,18.6636,42.0984,46.2646,22.3137,45.7028,22.8018,28.2196,24.3376,42.9715
2009-12-03,85.6559,136.21,19.1039,12.7285,30.8505,22.7051,19.2525,30.0837,223.979,33.1124,119.532,69.1203,329.121,13.3361,37.5965,29.9899,55.8448,25.4797,45.453,264.105,44.6099,51.9824,14.6432,22.8235,9.65885,71.7282,27.6381,26.4255,41.7923,19.6716,42.9337,18.3565,39.3195,126.825,35.5207,256.635,279.907,22.7997,28.0499,31.3891,32.9033,18.688,41.884,46.3656,22.0762,45.2319,22.5254,27.9387,24.2895,43.0566
